what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920695364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328920699652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328920732652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328920771027
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328920785776
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328920785938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328920826428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920830578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920833991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920844151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920860195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328920870145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920878344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920882566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920884474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328920927141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328921113998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921116562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921118904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921119817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921177944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328921207147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328921210812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328921315778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328921348101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921355604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921388627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921502129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328921503870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328921506283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922082064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922128005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328922144279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922146677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922153869
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328922181543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922186414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922189008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922196546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922250015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328922258619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922260728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922262439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922264071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328922265935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328922269970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328922352254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922392439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328922810979
