what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650770727
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327650773299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650779935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650780161
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327650781536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650784933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650787782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650797752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650797899
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327650812683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650833540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650835375
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327650841397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650843817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650843978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650853036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650855346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650859243
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327650868387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650876830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650878166
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327650880258
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327650896896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650905134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650909690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650910779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650913582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327650916359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650930344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327650934964
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327650937358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327651066215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651122163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651123675
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327651125471
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327651133420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651135989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651137184
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327651139198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651175967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651319039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651322469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651325179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1327651325253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651331449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651352458
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327651354140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651371673
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1327651402157
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1327651402268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327651408386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327651408504
