what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210211953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210212830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210215001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210215696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210221194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210229488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210231313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210266043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210268453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210269334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210461174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210466662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210481589
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332210482071
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332210482142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210556314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332210909943
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332210919724
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332210928144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211038720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211072464
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211073753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332211092297
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211093872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332211096329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211098474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211143244
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211146295
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211149590
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1332211152779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332211154214
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211155727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332211160451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textEnd",1332211178810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332211184936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211219547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211645017
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211646556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211659092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211659205
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211660178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211661741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211663629
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211723156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211733222
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211757713
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332211761601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211782510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211791955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211858311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211966546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211988162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332211994185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332211996745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332211996844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332211997020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332211997596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332211997924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332212007885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212016573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212032674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212048017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212050496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332212077576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212081159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212082490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212085988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212099628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332212192913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212195794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332212209836
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332212219093
